0001816	MONDO_0016982
0002116	MONDO_0005085
0014667	MONDO_0005066
0040084	MONDO_0005972
0040085	MONDO_0005229
0040086	MONDO_0022529
0040091	MONDO_0015175
0040092	MONDO_0020655
0040097	MONDO_0030703
0040098	MONDO_0006558
0040099	MONDO_0025514
0040100	MONDO_0018465
0050012	MONDO_0017941
0050052	MONDO_0019359
0050083	MONDO_0000241
0050118	MONDO_0019378
0050120	MONDO_0015540
0050127	MONDO_0005961
0050133	MONDO_0024268
0050138	MONDO_0005425
0050144	MONDO_0016575
0050145	MONDO_0000261
0050148	MONDO_0000263
0050152	MONDO_0000265
0050156	MONDO_0008345
0050157	MONDO_0015264
0050158	MONDO_0009887
0050167	MONDO_0009411
0050168	MONDO_0010012
0050169	MONDO_0005282
0050175	MONDO_0017572
0050185	MONDO_0006545
0050214	MONDO_0018556
0050242	MONDO_0000290
0050256	MONDO_0019143
0050266	MONDO_0019498
0050289	MONDO_0016426
0050304	MONDO_0000309
0050328	MONDO_0018612
0050331	MONDO_0007872
0050332	MONDO_0023069
0050335	MONDO_0012033
0050336	MONDO_0000313
0050387	MONDO_0007763
0050419	MONDO_0012594
0050424	MONDO_0021055
0050425	MONDO_0005391
0050426	MONDO_0018229
0050427	MONDO_0019600
0050428	MONDO_0006588
0050429	MONDO_0008218
0050430	MONDO_0008234
0050431	MONDO_0016587
0050432	MONDO_0005259
0050433	MONDO_0010808
0050434	MONDO_0008222
0050436	MONDO_0009664
0050437	MONDO_0010281
0050438	MONDO_0007635
0050439	MONDO_0019501
0050440	MONDO_0020088
0050441	MONDO_0010088
0050444	MONDO_0009959
0050445	MONDO_0010619
0050448	MONDO_0015748
0050449	MONDO_0016471
0050450	MONDO_0009904
0050451	MONDO_0015263
0050452	MONDO_0012481
0050453	MONDO_0018838
0050454	MONDO_0020341
0050456	MONDO_0000327
0050457	MONDO_0010595
0050458	MONDO_0011908
0050459	MONDO_0000328
0050460	MONDO_0008684
0050461	MONDO_0008830
0050462	MONDO_0008803
0050463	MONDO_0007251
0050464	MONDO_0009218
0050465	MONDO_0008018
0050466	MONDO_0018954
0050467	MONDO_0017851
0050468	MONDO_0007921
0050469	MONDO_0009026
0050470	MONDO_0009517
0050471	MONDO_0015285
0050472	MONDO_0008009
0050473	MONDO_0008763
0050474	MONDO_0009735
0050475	MONDO_0018096
0050476	MONDO_0010543
0050477	MONDO_0008323
0050486	MONDO_0006547
0050489	MONDO_0000334
0050495	MONDO_0000337
0050508	MONDO_0000338
0050523	MONDO_0019471
0050524	MONDO_0018911
0050526	MONDO_0007646
0050528	MONDO_0021013
0050529	MONDO_0010056
0050530	MONDO_0009673
0050534	MONDO_0016293
0050535	MONDO_0019516
0050536	MONDO_0100282
0050539	MONDO_0018993
0050540	MONDO_0007790
0050541	MONDO_0018995
0050542	MONDO_0018994
0050545	MONDO_0018677
0050546	MONDO_0013400
0050547	MONDO_0007958
0050554	MONDO_0010524
0050557	MONDO_0019950
0050558	MONDO_0000355
0050559	MONDO_0009678
0050560	MONDO_0000171
0050561	MONDO_0016532
0050562	MONDO_0018097
0050564	MONDO_0019587
0050565	MONDO_0019588
0050566	MONDO_0019586
0050568	MONDO_0000359
0050569	MONDO_0019342
0050572	MONDO_0015993
0050573	MONDO_0016001
0050574	MONDO_0009370
0050576	MONDO_0017842
0050577	MONDO_0009032
0050578	MONDO_0013316
0050579	MONDO_0013291
0050580	MONDO_0019313
0050587	MONDO_0013189
0050588	MONDO_0018276
0050589	MONDO_0005265
0050590	MONDO_0018542
0050591	MONDO_0005486
0050592	MONDO_0018770
0050593	MONDO_0000365
0050596	MONDO_0000367
0050597	MONDO_0008412
0050600	MONDO_0010895
0050601	MONDO_0007072
0050602	MONDO_0009279
0050603	MONDO_0008700
0050604	MONDO_0011907
0050605	MONDO_0008713
0050606	MONDO_0007048
0050619	MONDO_0000380
0050628	MONDO_0015609
